Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.16    0.00   75696/75696       .__module_cu_kfeta_NMOD_tpmix2 [193]
                0.14    0.00   72848/72848       .__module_cu_kfeta_NMOD_condload [196]
                0.05    0.00   46670/46670       .__module_cu_kfeta_NMOD_dtfrznew [216]
                0.01    0.00    1389/1389        .__module_cu_kfeta_NMOD_prof5 [242]
-----------------------------------------------
                0.00    2.68     150/150         .__module_first_rk_step_part1_NMOD_first_rk_step_part1 [12]
[82]     0.6    0.00    2.68     150         .__module_em_NMOD_init_zero_tendency [82]
                2.68    0.00    2250/9900        .__module_big_step_utilities_em_NMOD_zero_tend [36]
-----------------------------------------------
                0.00    2.64     450/450         .solve_em [6]
[83]     0.6    0.00    2.64     450         .*__module_small_step_em_NMOD_calc_coef_w_stub_in_solve_em [83]
                2.64    0.00     450/450         .__module_small_step_em_NMOD_calc_coef_w [84]
-----------------------------------------------
                2.64    0.00     450/450         .*__module_small_step_em_NMOD_calc_coef_w_stub_in_solve_em [83]
[84]     0.6    2.64    0.00     450         .__module_small_step_em_NMOD_calc_coef_w [84]
-----------------------------------------------
                0.00    2.56     150/150         .__module_first_rk_step_part2_NMOD_first_rk_step_part2 [16]
[85]     0.6    0.00    2.56     150         .*__module_diffusion_em_NMOD_compute_diff_metrics_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2 [85]
                2.56    0.00     150/150         .__module_diffusion_em_NMOD_compute_diff_metrics [86]
-----------------------------------------------
                2.56    0.00     150/150         .*__module_diffusion_em_NMOD_compute_diff_metrics_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2 [85]
[86]     0.6    2.56    0.00     150         .__module_diffusion_em_NMOD_compute_diff_metrics [86]
-----------------------------------------------
                0.01    2.50    7950/7950        .solve_em [6]
[87]     0.6    0.01    2.50    7950         .*__module_bc_NMOD_set_physical_bc3d_stub_in_solve_em [87]
                2.50    0.00    7950/18476       .__module_bc_NMOD_set_physical_bc3d [62]
-----------------------------------------------
                2.42    0.00   22500/22500       .__module_bl_ysu_NMOD_ysu2d [31]
[88]     0.6    2.42    0.00   22500         .__module_bl_ysu_NMOD_tridin [88]
-----------------------------------------------
                2.42    0.00     450/450         .__module_em_NMOD_rk_tendency [8]
[89]     0.6    2.42    0.00     450         .__module_big_step_utilities_em_NMOD_w_damp [89]
-----------------------------------------------
                0.00    2.27       1/1           .wrf [1]
[90]     0.5    0.00    2.27       1         .__module_wrf_top_NMOD_wrf_init [90]
                0.00    1.65       1/1           .med_initialdata_input [100]
                0.00    0.61       1/1           .__module_domain_NMOD_alloc_and_configure_domain [124]
                0.00    0.01       2/2           .init_modules [244]
                0.00    0.00       1/303         .set_scalar_indices_from_config [229]
                0.00    0.00       1/1           .setup_timekeeping [309]
                0.00    0.00       4/29846       .wrf_debug <cycle 1> [254]
                0.00    0.00       1/1           .init_wrfio [345]
                0.00    0.00       2/2           .__module_configure_NMOD_get_config_as_buffer [620]
                0.00    0.00       2/3507        .wrf_dm_bcast_bytes [407]
                0.00    0.00       2/2           .__module_configure_NMOD_set_config_as_buffer [621]
                0.00    0.00       1/6308        .wrf_dm_on_monitor [394]
                0.00    0.00       1/1           .__module_dm_NMOD_wrf_dm_initialize [661]
                0.00    0.00       1/1           .__module_wrf_top_NMOD_set_derived_rconfigs [705]
                0.00    0.00       1/1           .nl_get_debug_level [1080]
                0.00    0.00       1/3           .set_wrf_debug_level [615]
                0.00    0.00       1/152         .nl_get_max_dom [484]
                0.00    0.00       1/14          .wrf_message [528]
                0.00    0.00       1/153         .__module_configure_NMOD_model_to_grid_config_rec [482]
                0.00    0.00       1/334         .__module_domain_NMOD_domain_get_start_time [448]
                0.00    0.00       1/151         .__module_domain_NMOD_domain_get_stop_time [487]
                0.00    0.00       1/1           .__esmf_stubs_NMOD_esmf_initialize [648]
-----------------------------------------------
                2.13    0.00     450/450         .__module_em_NMOD_rk_tendency [8]
[91]     0.5    2.13    0.00     450         .__module_big_step_utilities_em_NMOD_pg_buoy_w [91]
-----------------------------------------------
                0.00    2.13     150/150         .solve_em [6]
[92]     0.5    0.00    2.13     150         .*__module_big_step_utilities_em_NMOD_moist_physics_prep_em_stub_in_solve_em [92]
                2.13    0.00     150/150         .__module_big_step_utilities_em_NMOD_moist_physics_prep_em [93]
-----------------------------------------------
                2.13    0.00     150/150         .*__module_big_step_utilities_em_NMOD_moist_physics_prep_em_stub_in_solve_em [92]
[93]     0.5    2.13    0.00     150         .__module_big_step_utilities_em_NMOD_moist_physics_prep_em [93]
-----------------------------------------------
                0.00    1.92     150/150         .__module_physics_addtendc_NMOD_update_phy_ten [69]
[94]     0.5    0.00    1.92     150         .__module_physics_addtendc_NMOD_phy_bl_ten [94]
                1.23    0.00     600/1650        .__module_physics_addtendc_NMOD_add_a2a [76]
                0.39    0.00     150/150         .__module_physics_addtendc_NMOD_add_a2c_u [146]
                0.30    0.00     150/150         .__module_physics_addtendc_NMOD_add_a2c_v [176]
-----------------------------------------------
                0.01    1.85     150/150         .__module_first_rk_step_part1_NMOD_first_rk_step_part1 [12]
[95]     0.4    0.01    1.85     150         .*__module_surface_driver_NMOD_surface_driver_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1 [95]
                1.23    0.62     150/150         .__module_surface_driver_NMOD_surface_driver [96]
-----------------------------------------------
                1.23    0.62     150/150         .*__module_surface_driver_NMOD_surface_driver_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1 [95]
[96]     0.4    1.23    0.62     150         .__module_surface_driver_NMOD_surface_driver [96]
                0.02    0.35     150/150         .__module_sf_sfclay_NMOD_sfclay [154]
                0.04    0.14     150/150         .__module_sf_slab_NMOD_slab [192]
                0.07    0.00     150/150         .__module_sf_sfcdiags_NMOD_sfcdiags [209]
                0.00    0.00     450/29846       .wrf_debug <cycle 1> [254]
-----------------------------------------------
                1.84    0.00     150/150         .__module_diffusion_em_NMOD_calculate_km_kh [63]
[97]     0.4    1.84    0.00     150         .__module_diffusion_em_NMOD_smag2d_km [97]
-----------------------------------------------
                0.00    1.84     150/150         .__module_physics_addtendc_NMOD_update_phy_ten [69]
[98]     0.4    0.00    1.84     150         .__module_physics_addtendc_NMOD_phy_cu_ten [98]
                1.84    0.00     900/1650        .__module_physics_addtendc_NMOD_add_a2a [76]
-----------------------------------------------
                1.66    0.00     150/150         .__module_em_NMOD_rk_tendency [8]
[99]     0.4    1.66    0.00     150         .__module_big_step_utilities_em_NMOD_horizontal_diffusion_3dmp [99]
-----------------------------------------------
                0.00    1.65       1/1           .__module_wrf_top_NMOD_wrf_init [90]
[100]    0.4    0.00    1.65       1         .med_initialdata_input [100]
                0.00    1.53       1/1           .start_domain [101]
                0.00    0.06       1/12          .__module_io_domain_NMOD_open_r_dataset [122]
                0.00    0.06       1/1           .__module_io_domain_NMOD_input_restart [212]
                0.00    0.00       1/29846       .__module_domain_NMOD_domain_clock_get <cycle 1> [260]
                0.00    0.00       1/4           .__module_io_domain_NMOD_close_dataset [333]
                0.00    0.00       1/1           .nl_get_restart [1153]
                0.00    0.00       1/4           .construct_filename2a [571]
                0.00    0.00       1/14          .wrf_message [528]
-----------------------------------------------
                0.00    1.53       1/1           .med_initialdata_input [100]
[101]    0.4    0.00    1.53       1         .start_domain [101]
                0.00    1.53       1/1           .*start_domain_em_stub_in_start_domain [102]
                0.00    0.00       1/303         .set_scalar_indices_from_config [229]
                0.00    0.00       1/1           .calc_ts_locations [707]
-----------------------------------------------
                0.00    1.53       1/1           .start_domain [101]
[102]    0.4    0.00    1.53       1         .*start_domain_em_stub_in_start_domain [102]
                0.01    1.52       1/1           .start_domain_em [103]
-----------------------------------------------
                0.01    1.52       1/1           .*start_domain_em_stub_in_start_domain [102]
[103]    0.4    0.01    1.52       1         .start_domain_em [103]
                0.00    1.51       1/1           .__module_physics_init_NMOD_phy_init [104]
                0.00    0.01      19/19          .*__module_bc_NMOD_set_physical_bc3d_stub_in_start_domain_em [257]
                0.00    0.00       7/18476       .__module_bc_NMOD_set_physical_bc3d [62]
                0.00    0.00      14/14          .*__module_bc_NMOD_set_physical_bc2d_stub_in_start_domain_em [304]
                0.00    0.00       1/1           .__module_domain_NMOD_domain_setgmtetc [307]
                0.00    0.00       2/2           .__module_comm_dm_NMOD_halo_em_init_1_sub [318]
                0.00    0.00       2/2           .__module_comm_dm_NMOD_halo_em_init_2_sub [319]
                0.00    0.00       2/2           .__module_comm_dm_NMOD_halo_em_init_3_sub [320]
                0.00    0.00       2/2           .__module_comm_dm_NMOD_halo_em_init_4_sub [321]
                0.00    0.00       2/2           .__module_comm_dm_NMOD_halo_em_init_5_sub [322]
                0.00    0.00       3/29846       .wrf_debug <cycle 1> [254]
                0.00    0.00       2/2           .__module_comm_dm_NMOD_period_bdy_em_init_sub [336]
                0.00    0.00       2/2           .__module_comm_dm_NMOD_period_bdy_em_tke_sub [337]
                0.00    0.00       1/1           .__module_bc_NMOD_boundary_condition_check [342]
                0.00    0.00       2/152         .__module_comm_dm_NMOD_period_bdy_em_moist_sub [293]
                0.00    0.00       2/152         .__module_comm_dm_NMOD_period_bdy_em_scalar_sub [294]
                0.00    0.00       2/302         .__module_comm_dm_NMOD_period_bdy_em_chem_sub [284]
                0.00    0.00       1/151         .__module_domain_NMOD_get_ijk_from_grid1 [488]
                0.00    0.00       1/153         .__module_configure_NMOD_model_to_grid_config_rec [482]
                0.00    0.00       1/1           .*__module_bc_em_NMOD_lbc_fcx_gcx_stub_in_start_domain_em [640]
                0.00    0.00       1/1           .*__module_tiles_NMOD_set_tiles3_stub_in_start_domain_em [641]
-----------------------------------------------
                0.00    1.51       1/1           .start_domain_em [103]
[104]    0.4    0.00    1.51       1         .__module_physics_init_NMOD_phy_init [104]
                0.00    1.51       1/1           .__module_physics_init_NMOD_mp_init [107]
